key,star,fork,hasdownload,hasissue,haswiki,haspage,openissue,size,testfile,docfile,srcfile,loc,comment,filedepth,filect,dirbranching,dirct
benjaminoakes--maid,1339,53,1,1,1,0,46,372,0,0,39,2672,715,36,56,68,12
berkshelf--berkshelf,1051,298,1,1,1,1,84,1312,0,0,139,9829,1753,169,187,231,44
binarylogic--authlogic_example,593,111,1,1,1,0,21,17680,10,2,1584,131824,31029,3218,1880,2317,437
binarylogic--authlogic,3916,552,1,1,1,0,161,716,70,0,122,5721,1851,56,131,148,17
binarylogic--searchlogic,1404,135,1,1,1,0,121,356,0,0,39,2319,277,42,56,69,13
binarylogic--settingslogic,1277,117,1,1,1,0,47,84,0,0,10,352,43,4,16,18,2
bjeanes--ghost,753,46,0,1,0,1,7,212,0,0,34,1447,67,41,37,49,12
bkeepers--dotenv,3675,248,1,1,0,0,23,184,0,0,21,900,57,19,35,42,7
bobthecow--genghis,1455,177,1,1,1,0,74,1292,0,0,2,913,60,0,6,6,0
bogdan--datagrid,719,90,1,1,1,0,6,656,0,0,99,6759,486,92,104,129,25
